jday	Time	u_ref	t_ref	D_ref	precip	Qpar	t_canopy	D_canopy	p_atm	CO2_atm	t_surface	t_soil	t_root	Zw	xylem_capacity_multiplier	NEEobs	Ecobs
2018114	18	0.85	22.19	1.59	0	176.6	22.19	1.59	83.7	380	22.19	22.19	22.19	10	1	-999	-999
2018114	18.5	0.85	21.49	1.48	0	163.4	21.49	1.48	83.7	380	21.49	21.49	21.49	10	1	-999	-999
2018114	19	0.85	22.18	1.59	0	162.7	22.18	1.59	83.7	380	22.18	22.18	22.18	10	1	-999	-999
2018114	19.5	0.85	21.01	1.25	0	160.4	21.01	1.25	83.7	380	21.01	21.01	21.01	10	1	-999	-999
2018114	20	0.85	21.08	0.94	0	0.137	21.08	0.94	83.7	380	21.08	21.08	21.08	10	1	-999	-999
2018114	20.5	0.85	20.23	0.82	0	0.134	20.23	0.82	83.7	380	20.23	20.23	20.23	10	1	-999	-999
2018114	21	0.85	20.65	0.84	0	0.15	20.65	0.84	83.7	380	20.65	20.65	20.65	10	1	-999	-999
2018114	21.5	0.85	20.81	0.89	0	0.14	20.81	0.89	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018114	22	0.85	20.74	0.88	0	0.129	20.74	0.88	83.7	380	20.74	20.74	20.74	10	1	-999	-999
2018114	22.5	0.85	20.75	0.9	0	0.124	20.75	0.9	83.7	380	20.75	20.75	20.75	10	1	-999	-999
2018114	23	0.85	20.67	0.89	0	0.107	20.67	0.89	83.7	380	20.67	20.67	20.67	10	1	-999	-999
2018114	23.5	0.85	20.82	0.93	0	0.11	20.82	0.93	83.7	380	20.82	20.82	20.82	10	1	-999	-999
2018115	0	0.85	20.66	0.93	0	0.107	20.66	0.93	83.7	380	20.66	20.66	20.66	10	1	-999	-999
2018115	0.5	0.85	20.73	0.92	0	0.097	20.73	0.92	83.7	380	20.73	20.73	20.73	10	1	-999	-999
2018115	1	0.85	20.81	0.93	0	0.102	20.81	0.93	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018115	1.5	0.85	20.64	0.92	0	0.081	20.64	0.92	83.7	380	20.64	20.64	20.64	10	1	-999	-999
2018115	2	0.85	20.73	0.92	0	0.086	20.73	0.92	83.7	380	20.73	20.73	20.73	10	1	-999	-999
2018115	2.5	0.85	20.7	0.94	0	0.11	20.7	0.94	83.7	380	20.7	20.7	20.7	10	1	-999	-999
2018115	3	0.85	20.74	0.94	0	0.097	20.74	0.94	83.7	380	20.74	20.74	20.74	10	1	-999	-999
2018115	3.5	0.85	20.66	0.93	0	0.094	20.66	0.93	83.7	380	20.66	20.66	20.66	10	1	-999	-999
2018115	4	0.85	20.74	0.93	0	0.091	20.74	0.93	83.7	380	20.74	20.74	20.74	10	1	-999	-999
2018115	4.5	0.85	20.71	0.91	0	0.102	20.71	0.91	83.7	380	20.71	20.71	20.71	10	1	-999	-999
2018115	5	0.85	22.31	1.13	0	162.5	22.31	1.13	83.7	380	22.31	22.31	22.31	10	1	-999	-999
2018115	5.5	0.85	20.64	1.15	0	170.2	20.64	1.15	83.7	380	20.64	20.64	20.64	10	1	-999	-999
2018115	6	0.85	21.9	1.35	0	179.9	21.9	1.35	83.7	380	21.9	21.9	21.9	10	1	-999	-999
2018115	6.5	0.85	21.79	1.18	0	197.4	21.79	1.18	83.7	380	21.79	21.79	21.79	10	1	-999	-999
2018115	7	0.85	21.32	1.4	0	213.5	21.32	1.4	83.7	380	21.32	21.32	21.32	10	1	-999	-999
2018115	7.5	0.85	21.69	1.41	0	223.9	21.69	1.41	83.7	380	21.69	21.69	21.69	10	1	-999	-999
2018115	8	0.85	22.84	1.63	0	231.3	22.84	1.63	83.7	380	22.84	22.84	22.84	10	1	-999	-999
2018115	8.5	0.85	23.21	1.71	0	133.7	23.21	1.71	83.7	380	23.21	23.21	23.21	10	1	-999	-999
2018115	9	0.85	24.83	1.96	0	292.9	24.83	1.96	83.7	380	24.83	24.83	24.83	10	1	-999	-999
2018115	9.5	0.85	25.11	2.22	0	203.1	25.11	2.22	83.7	380	25.11	25.11	25.11	10	1	-999	-999
2018115	10	0.85	25.43	2.2	0	817	25.43	2.2	83.7	380	25.43	25.43	25.43	10	1	-999	-999
2018115	10.5	0.85	26.63	2.41	0	755.2	26.63	2.41	83.7	380	26.63	26.63	26.63	10	1	-999	-999
2018115	11	0.85	27.91	2.57	0	247.4	27.91	2.57	83.7	380	27.91	27.91	27.91	10	1	-999	-999
2018115	11.5	0.85	27.71	2.56	0	698.4	27.71	2.56	83.7	380	27.71	27.71	27.71	10	1	-999	-999
2018115	12	0.85	27.1	2.58	0	300	27.1	2.58	83.7	380	27.1	27.1	27.1	10	1	-999	-999
2018115	12.5	0.85	28.72	2.88	0	230	28.72	2.88	83.7	380	28.72	28.72	28.72	10	1	-999	-999
2018115	13	0.85	26.94	2.44	0	211.1	26.94	2.44	83.7	380	26.94	26.94	26.94	10	1	-999	-999
2018115	13.5	0.85	24.69	1.95	0	190.7	24.69	1.95	83.7	380	24.69	24.69	24.69	10	1	-999	-999
2018115	14	0.85	22.72	1.58	0	234.4	22.72	1.58	83.7	380	22.72	22.72	22.72	10	1	-999	-999
2018115	14.5	0.85	23.56	1.78	0	166.7	23.56	1.78	83.7	380	23.56	23.56	23.56	10	1	-999	-999
2018115	15	0.85	22.68	1.44	0	115.1	22.68	1.44	83.7	380	22.68	22.68	22.68	10	1	-999	-999
2018115	15.5	0.85	22.1	1.3	0	115	22.1	1.3	83.7	380	22.1	22.1	22.1	10	1	-999	-999
2018115	16	0.85	22.75	1.81	0	97.8	22.75	1.81	83.7	380	22.75	22.75	22.75	10	1	-999	-999
2018115	16.5	0.85	23.22	1.72	0	321.6	23.22	1.72	83.7	380	23.22	23.22	23.22	10	1	-999	-999
2018115	17	0.85	23.1	1.9	5	325.3	23.1	1.9	83.7	380	23.1	23.1	23.1	10	1	-999	-999
2018115	17.5	0.85	23.47	1.9	0	316.5	23.47	1.9	83.7	380	23.47	23.47	23.47	10	1	-999	-999
2018115	18	0.85	22.99	1.83	0	286.1	22.99	1.83	83.7	380	22.99	22.99	22.99	10	1	-999	-999
2018115	18.5	0.85	22.7	1.76	0	278.7	22.7	1.76	83.7	380	22.7	22.7	22.7	10	1	-999	-999
2018115	19	0.85	22.02	1.67	0	256.6	22.02	1.67	83.7	380	22.02	22.02	22.02	10	1	-999	-999
2018115	19.5	0.85	21.38	1.55	0	251.3	21.38	1.55	83.7	380	21.38	21.38	21.38	10	1	-999	-999
2018115	20	0.85	20.47	1.18	0	0.132	20.47	1.18	83.7	380	20.47	20.47	20.47	10	1	-999	-999
2018115	20.5	0.85	20.35	1.05	0	0.148	20.35	1.05	83.7	380	20.35	20.35	20.35	10	1	-999	-999
2018115	21	0.85	20.85	1.07	0	0.145	20.85	1.07	83.7	380	20.85	20.85	20.85	10	1	-999	-999
2018115	21.5	0.85	20.89	1.03	0	0.118	20.89	1.03	83.7	380	20.89	20.89	20.89	10	1	-999	-999
2018115	22	0.85	20.7	1.02	0	0.118	20.7	1.02	83.7	380	20.7	20.7	20.7	10	1	-999	-999
2018115	22.5	0.85	20.83	1.02	0	0.115	20.83	1.02	83.7	380	20.83	20.83	20.83	10	1	-999	-999
2018115	23	0.85	20.81	1.01	0	0.099	20.81	1.01	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018115	23.5	0.85	20.75	0.99	0	0.097	20.75	0.99	83.7	380	20.75	20.75	20.75	10	1	-999	-999
2018116	0	0.85	20.82	1	0	0.083	20.82	1	83.7	380	20.82	20.82	20.82	10	1	-999	-999
2018116	0.5	0.85	20.74	1	0	0.099	20.74	1	83.7	380	20.74	20.74	20.74	10	1	-999	-999
2018116	1	0.85	20.75	1	0	0.081	20.75	1	83.7	380	20.75	20.75	20.75	10	1	-999	-999
2018116	1.5	0.85	20.72	0.99	0	0.086	20.72	0.99	83.7	380	20.72	20.72	20.72	10	1	-999	-999
2018116	2	0.85	20.77	1.1	0	0.102	20.77	1.1	83.7	380	20.77	20.77	20.77	10	1	-999	-999
2018116	2.5	0.85	20.94	1.12	0	0.134	20.94	1.12	83.7	380	20.94	20.94	20.94	10	1	-999	-999
2018116	3	0.85	20.35	1.14	0	0.081	20.35	1.14	83.7	380	20.35	20.35	20.35	10	1	-999	-999
2018116	3.5	0.85	20.75	1.18	0	0.091	20.75	1.18	83.7	380	20.75	20.75	20.75	10	1	-999	-999
2018116	4	0.85	20.67	1.11	0	0.091	20.67	1.11	83.7	380	20.67	20.67	20.67	10	1	-999	-999
2018116	4.5	0.85	20.7	1.11	0	0.107	20.7	1.11	83.7	380	20.7	20.7	20.7	10	1	-999	-999
2018116	5	0.85	22.05	1.28	0	242.7	22.05	1.28	83.7	380	22.05	22.05	22.05	10	1	-999	-999
2018116	5.5	0.85	20.59	1.17	0	249.1	20.59	1.17	83.7	380	20.59	20.59	20.59	10	1	-999	-999
2018116	6	0.85	21.54	1.09	0	252.3	21.54	1.09	83.7	380	21.54	21.54	21.54	10	1	-999	-999
2018116	6.5	0.85	20.85	1.19	0	257.2	20.85	1.19	83.7	380	20.85	20.85	20.85	10	1	-999	-999
2018116	7	0.85	21.79	1.21	0	261.8	21.79	1.21	83.7	380	21.79	21.79	21.79	10	1	-999	-999
2018116	7.5	0.85	21.57	1.22	0	286.2	21.57	1.22	83.7	380	21.57	21.57	21.57	10	1	-999	-999
2018116	8	0.85	22.63	1.58	0	309.4	22.63	1.58	83.7	380	22.63	22.63	22.63	10	1	-999	-999
2018116	8.5	0.85	22.75	1.49	0	162.9	22.75	1.49	83.7	380	22.75	22.75	22.75	10	1	-999	-999
2018116	9	0.85	23.93	1.67	0	270.5	23.93	1.67	83.7	380	23.93	23.93	23.93	10	1	-999	-999
2018116	9.5	0.85	24.95	1.95	0	235.5	24.95	1.95	83.7	380	24.95	24.95	24.95	10	1	-999	-999
2018116	10	0.85	25.13	1.93	0	737.8	25.13	1.93	83.7	380	25.13	25.13	25.13	10	1	-999	-999
2018116	10.5	0.85	26.13	2.22	0	987	26.13	2.22	83.7	380	26.13	26.13	26.13	10	1	-999	-999
2018116	11	0.85	28.14	2.62	0	177.4	28.14	2.62	83.7	380	28.14	28.14	28.14	10	1	-999	-999
2018116	11.5	0.85	29.05	2.95	0	894	29.05	2.95	83.7	380	29.05	29.05	29.05	10	1	-999	-999
2018116	12	0.85	30.22	3.16	0	298.2	30.22	3.16	83.7	380	30.22	30.22	30.22	10	1	-999	-999
2018116	12.5	0.85	31.41	3.49	0	727.6	31.41	3.49	83.7	380	31.41	31.41	31.41	10	1	-999	-999
2018116	13	0.85	32.34	3.79	0	1072	32.34	3.79	83.7	380	32.34	32.34	32.34	10	1	-999	-999
2018116	13.5	0.85	32.23	3.73	0	1036	32.23	3.73	83.7	380	32.23	32.23	32.23	10	1	-999	-999
2018116	14	0.85	33.13	4.01	0	882	33.13	4.01	83.7	380	33.13	33.13	33.13	10	1	-999	-999
2018116	14.5	0.85	33.24	3.92	0	168.9	33.24	3.92	83.7	380	33.24	33.24	33.24	10	1	-999	-999
2018116	15	0.85	31.83	3.52	0	235.8	31.83	3.52	83.7	380	31.83	31.83	31.83	10	1	-999	-999
2018116	15.5	0.85	29.02	2.91	0	163.7	29.02	2.91	83.7	380	29.02	29.02	29.02	10	1	-999	-999
2018116	16	0.85	28.25	2.73	0	176.3	28.25	2.73	83.7	380	28.25	28.25	28.25	10	1	-999	-999
2018116	16.5	0.85	27.54	2.64	0	358	27.54	2.64	83.7	380	27.54	27.54	27.54	10	1	-999	-999
2018116	17	0.85	25.71	2.27	5	341.4	25.71	2.27	83.7	380	25.71	25.71	25.71	10	1	-999	-999
2018116	17.5	0.85	25.56	2.27	0	307.8	25.56	2.27	83.7	380	25.56	25.56	25.56	10	1	-999	-999
2018116	18	0.85	24.53	2.12	0	277	24.53	2.12	83.7	380	24.53	24.53	24.53	10	1	-999	-999
2018116	18.5	0.85	24.48	2.08	0	263.2	24.48	2.08	83.7	380	24.48	24.48	24.48	10	1	-999	-999
2018116	19	0.85	23	1.73	0	241.7	23	1.73	83.7	380	23	23	23	10	1	-999	-999
2018116	19.5	0.85	22.09	1.58	0	238.2	22.09	1.58	83.7	380	22.09	22.09	22.09	10	1	-999	-999
2018116	20	0.85	20.92	1.27	0	0.124	20.92	1.27	83.7	380	20.92	20.92	20.92	10	1	-999	-999
2018116	20.5	0.85	20.06	0.94	0	0.137	20.06	0.94	83.7	380	20.06	20.06	20.06	10	1	-999	-999
2018116	21	0.85	20.62	0.96	0	0.158	20.62	0.96	83.7	380	20.62	20.62	20.62	10	1	-999	-999
2018116	21.5	0.85	21.03	0.96	0	0.148	21.03	0.96	83.7	380	21.03	21.03	21.03	10	1	-999	-999
2018116	22	0.85	20.71	0.91	0	0.126	20.71	0.91	83.7	380	20.71	20.71	20.71	10	1	-999	-999
2018116	22.5	0.85	20.68	0.9	0	0.118	20.68	0.9	83.7	380	20.68	20.68	20.68	10	1	-999	-999
2018116	23	0.85	20.71	0.9	0	0.107	20.71	0.9	83.7	380	20.71	20.71	20.71	10	1	-999	-999
2018116	23.5	0.85	20.79	0.91	0	0.129	20.79	0.91	83.7	380	20.79	20.79	20.79	10	1	-999	-999
2018117	0	0.85	20.74	0.9	0	0.121	20.74	0.9	83.7	380	20.74	20.74	20.74	10	1	-999	-999
2018117	0.5	0.85	20.77	0.91	0	0.089	20.77	0.91	83.7	380	20.77	20.77	20.77	10	1	-999	-999
2018117	1	0.85	20.79	0.91	0	0.086	20.79	0.91	83.7	380	20.79	20.79	20.79	10	1	-999	-999
2018117	1.5	0.85	20.85	0.92	0	0.091	20.85	0.92	83.7	380	20.85	20.85	20.85	10	1	-999	-999
2018117	2	0.85	20.85	0.93	0	0.094	20.85	0.93	83.7	380	20.85	20.85	20.85	10	1	-999	-999
2018117	2.5	0.85	20.79	0.93	0	0.086	20.79	0.93	83.7	380	20.79	20.79	20.79	10	1	-999	-999
2018117	3	0.85	20.84	0.95	0	0.078	20.84	0.95	83.7	380	20.84	20.84	20.84	10	1	-999	-999
2018117	3.5	0.85	20.7	0.92	0	0.081	20.7	0.92	83.7	380	20.7	20.7	20.7	10	1	-999	-999
2018117	4	0.85	20.75	0.94	0	0.081	20.75	0.94	83.7	380	20.75	20.75	20.75	10	1	-999	-999
2018117	4.5	0.85	20.79	0.96	0	0.094	20.79	0.96	83.7	380	20.79	20.79	20.79	10	1	-999	-999
2018117	5	0.85	22.04	1.21	0	239.8	22.04	1.21	83.7	380	22.04	22.04	22.04	10	1	-999	-999
2018117	5.5	0.85	20.68	1.11	0	245.9	20.68	1.11	83.7	380	20.68	20.68	20.68	10	1	-999	-999
2018117	6	0.85	21.62	1.02	0	249	21.62	1.02	83.7	380	21.62	21.62	21.62	10	1	-999	-999
2018117	6.5	0.85	20.96	1.04	0	254.2	20.96	1.04	83.7	380	20.96	20.96	20.96	10	1	-999	-999
2018117	7	0.85	21.49	1.27	0	259.8	21.49	1.27	83.7	380	21.49	21.49	21.49	10	1	-999	-999
2018117	7.5	0.85	22.15	1.41	0	288.3	22.15	1.41	83.7	380	22.15	22.15	22.15	10	1	-999	-999
2018117	8	0.85	23.28	1.87	0	331.1	23.28	1.87	83.7	380	23.28	23.28	23.28	10	1	-999	-999
2018117	8.5	0.85	22.83	1.59	0	140.9	22.83	1.59	83.7	380	22.83	22.83	22.83	10	1	-999	-999
2018117	9	0.85	23.26	1.72	0	173	23.26	1.72	83.7	380	23.26	23.26	23.26	10	1	-999	-999
2018117	9.5	0.85	24.59	1.95	0	215.2	24.59	1.95	83.7	380	24.59	24.59	24.59	10	1	-999	-999
2018117	10	0.85	25.07	2.07	0	595.3	25.07	2.07	83.7	380	25.07	25.07	25.07	10	1	-999	-999
2018117	10.5	0.85	25.62	2.19	0	759.7	25.62	2.19	83.7	380	25.62	25.62	25.62	10	1	-999	-999
2018117	11	0.85	26.81	2.45	0	270.5	26.81	2.45	83.7	380	26.81	26.81	26.81	10	1	-999	-999
2018117	11.5	0.85	28.33	2.59	0	1194	28.33	2.59	83.7	380	28.33	28.33	28.33	10	1	-999	-999
2018117	12	0.85	29.93	2.75	0	551.3	29.93	2.75	83.7	380	29.93	29.93	29.93	10	1	-999	-999
2018117	12.5	0.85	30.56	2.98	0	1304	30.56	2.98	83.7	380	30.56	30.56	30.56	10	1	-999	-999
2018117	13	0.85	31.37	3.1	0	1307	31.37	3.1	83.7	380	31.37	31.37	31.37	10	1	-999	-999
2018117	13.5	0.85	31.38	3.22	0	1025	31.38	3.22	83.7	380	31.38	31.38	31.38	10	1	-999	-999
2018117	14	0.85	32.45	3.74	0	644.9	32.45	3.74	83.7	380	32.45	32.45	32.45	10	1	-999	-999
2018117	14.5	0.85	32.57	3.75	0	168.6	32.57	3.75	83.7	380	32.57	32.57	32.57	10	1	-999	-999
2018117	15	0.85	27.57	2.44	0	54.49	27.57	2.44	83.7	380	27.57	27.57	27.57	10	1	-999	-999
2018117	15.5	0.85	23.26	1.61	0	36.7	23.26	1.61	83.7	380	23.26	23.26	23.26	10	1	-999	-999
2018117	16	0.85	22.71	1.21	0	53.77	22.71	1.21	83.7	380	22.71	22.71	22.71	10	1	-999	-999
2018117	16.5	0.85	22.66	1.39	0	288.5	22.66	1.39	83.7	380	22.66	22.66	22.66	10	1	-999	-999
2018117	17	0.85	23.09	1.75	5	280.3	23.09	1.75	83.7	380	23.09	23.09	23.09	10	1	-999	-999
2018117	17.5	0.85	22.74	1.7	0	283.8	22.74	1.7	83.7	380	22.74	22.74	22.74	10	1	-999	-999
2018117	18	0.85	22.1	1.63	0	251.5	22.1	1.63	83.7	380	22.1	22.1	22.1	10	1	-999	-999
2018117	18.5	0.85	21.42	1.48	0	239.1	21.42	1.48	83.7	380	21.42	21.42	21.42	10	1	-999	-999
2018117	19	0.85	20.7	1.27	0	238.9	20.7	1.27	83.7	380	20.7	20.7	20.7	10	1	-999	-999
2018117	19.5	0.85	20.29	1.05	0	237.5	20.29	1.05	83.7	380	20.29	20.29	20.29	10	1	-999	-999
2018117	20	0.85	20.66	0.89	0	0.145	20.66	0.89	83.7	380	20.66	20.66	20.66	10	1	-999	-999
2018117	20.5	0.85	19.61	0.75	0	0.121	19.61	0.75	83.7	380	19.61	19.61	19.61	10	1	-999	-999
2018117	21	0.85	20.44	0.85	0	0.132	20.44	0.85	83.7	380	20.44	20.44	20.44	10	1	-999	-999
2018117	21.5	0.85	20.88	0.88	0	0.118	20.88	0.88	83.7	380	20.88	20.88	20.88	10	1	-999	-999
2018117	22	0.85	20.9	0.88	0	0.105	20.9	0.88	83.7	380	20.9	20.9	20.9	10	1	-999	-999
2018117	22.5	0.85	20.61	0.85	0	0.091	20.61	0.85	83.7	380	20.61	20.61	20.61	10	1	-999	-999
2018117	23	0.85	20.65	0.85	0	0.091	20.65	0.85	83.7	380	20.65	20.65	20.65	10	1	-999	-999
2018117	23.5	0.85	20.67	0.85	0	0.107	20.67	0.85	83.7	380	20.67	20.67	20.67	10	1	-999	-999
2018118	0	0.85	20.67	0.86	0	0.091	20.67	0.86	83.7	380	20.67	20.67	20.67	10	1	-999	-999
2018118	0.5	0.85	20.77	0.88	0	0.102	20.77	0.88	83.7	380	20.77	20.77	20.77	10	1	-999	-999
2018118	1	0.85	20.75	0.88	0	0.099	20.75	0.88	83.7	380	20.75	20.75	20.75	10	1	-999	-999
2018118	1.5	0.85	20.77	0.88	0	0.094	20.77	0.88	83.7	380	20.77	20.77	20.77	10	1	-999	-999
2018118	2	0.85	20.77	0.89	0	0.089	20.77	0.89	83.7	380	20.77	20.77	20.77	10	1	-999	-999
2018118	2.5	0.85	20.81	0.88	0	0.097	20.81	0.88	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018118	3	0.85	20.8	0.95	0	0.091	20.8	0.95	83.7	380	20.8	20.8	20.8	10	1	-999	-999
2018118	3.5	0.85	20.57	1	0	0.089	20.57	1	83.7	380	20.57	20.57	20.57	10	1	-999	-999
2018118	4	0.85	20.6	0.99	0	0.089	20.6	0.99	83.7	380	20.6	20.6	20.6	10	1	-999	-999
2018118	4.5	0.85	20.64	0.91	0	0.126	20.64	0.91	83.7	380	20.64	20.64	20.64	10	1	-999	-999
2018118	5	0.85	22.25	1.26	0	238.6	22.25	1.26	83.7	380	22.25	22.25	22.25	10	1	-999	-999
2018118	5.5	0.85	20.94	1.09	0	246	20.94	1.09	83.7	380	20.94	20.94	20.94	10	1	-999	-999
2018118	6	0.85	21.56	1.28	0	253.8	21.56	1.28	83.7	380	21.56	21.56	21.56	10	1	-999	-999
2018118	6.5	0.85	21.89	1.12	0	255.6	21.89	1.12	83.7	380	21.89	21.89	21.89	10	1	-999	-999
2018118	7	0.85	21.37	1.08	0	261.7	21.37	1.08	83.7	380	21.37	21.37	21.37	10	1	-999	-999
2018118	7.5	0.85	21.94	1.24	0	285.1	21.94	1.24	83.7	380	21.94	21.94	21.94	10	1	-999	-999
2018118	8	0.85	22.04	1.4	0	326.6	22.04	1.4	83.7	380	22.04	22.04	22.04	10	1	-999	-999
2018118	8.5	0.85	22.18	1.25	0	149.8	22.18	1.25	83.7	380	22.18	22.18	22.18	10	1	-999	-999
2018118	9	0.85	24.02	1.59	0	267.3	24.02	1.59	83.7	380	24.02	24.02	24.02	10	1	-999	-999
2018118	9.5	0.85	24.15	1.75	0	190	24.15	1.75	83.7	380	24.15	24.15	24.15	10	1	-999	-999
2018118	10	0.85	24.2	1.78	0	462.3	24.2	1.78	83.7	380	24.2	24.2	24.2	10	1	-999	-999
2018118	10.5	0.85	25.71	2.21	0	972	25.71	2.21	83.7	380	25.71	25.71	25.71	10	1	-999	-999
2018118	11	0.85	29.43	2.9	0	273.5	29.43	2.9	83.7	380	29.43	29.43	29.43	10	1	-999	-999
2018118	11.5	0.85	30.11	3.1	0	1063	30.11	3.1	83.7	380	30.11	30.11	30.11	10	1	-999	-999
2018118	12	0.85	29.12	2.75	0	489.9	29.12	2.75	83.7	380	29.12	29.12	29.12	10	1	-999	-999
2018118	12.5	0.85	26.41	2.38	0	101.2	26.41	2.38	83.7	380	26.41	26.41	26.41	10	1	-999	-999
2018118	13	0.85	25.43	2.05	0	698	25.43	2.05	83.7	380	25.43	25.43	25.43	10	1	-999	-999
2018118	13.5	0.85	27.45	2.39	0	128	27.45	2.39	83.7	380	27.45	27.45	27.45	10	1	-999	-999
2018118	14	0.85	23.36	1.45	0	84.9	23.36	1.45	83.7	380	23.36	23.36	23.36	10	1	-999	-999
2018118	14.5	0.85	23.32	1.57	0	220.7	23.32	1.57	83.7	380	23.32	23.32	23.32	10	1	-999	-999
2018118	15	0.85	24.7	1.7	0	377.8	24.7	1.7	83.7	380	24.7	24.7	24.7	10	1	-999	-999
2018118	15.5	0.85	23.25	1.48	0	21.31	23.25	1.48	83.7	380	23.25	23.25	23.25	10	1	-999	-999
2018118	16	0.85	22.19	1.22	0	37.88	22.19	1.22	83.7	380	22.19	22.19	22.19	10	1	-999	-999
2018118	16.5	0.85	23.46	1.41	0	370.7	23.46	1.41	83.7	380	23.46	23.46	23.46	10	1	-999	-999
2018118	17	0.85	23.54	1.53	5	336.8	23.54	1.53	83.7	380	23.54	23.54	23.54	10	1	-999	-999
2018118	17.5	0.85	21.77	1.26	0	255.8	21.77	1.26	83.7	380	21.77	21.77	21.77	10	1	-999	-999
2018118	18	0.85	21.01	1.14	0	269.5	21.01	1.14	83.7	380	21.01	21.01	21.01	10	1	-999	-999
2018118	18.5	0.85	21.69	1.24	0	266.8	21.69	1.24	83.7	380	21.69	21.69	21.69	10	1	-999	-999
2018118	19	0.85	21.27	1.18	0	243	21.27	1.18	83.7	380	21.27	21.27	21.27	10	1	-999	-999
2018118	19.5	0.85	21.53	1.21	0	239.3	21.53	1.21	83.7	380	21.53	21.53	21.53	10	1	-999	-999
2018118	20	0.85	21.02	0.9	0	0.14	21.02	0.9	83.7	380	21.02	21.02	21.02	10	1	-999	-999
2018118	20.5	0.85	19.86	0.74	0	0.097	19.86	0.74	83.7	380	19.86	19.86	19.86	10	1	-999	-999
2018118	21	0.85	20.76	0.84	0	0.126	20.76	0.84	83.7	380	20.76	20.76	20.76	10	1	-999	-999
2018118	21.5	0.85	21	0.84	0	0.105	21	0.84	83.7	380	21	21	21	10	1	-999	-999
2018118	22	0.85	20.88	0.84	0	0.089	20.88	0.84	83.7	380	20.88	20.88	20.88	10	1	-999	-999
2018118	22.5	0.85	20.85	0.85	0	0.105	20.85	0.85	83.7	380	20.85	20.85	20.85	10	1	-999	-999
2018118	23	0.85	20.81	0.85	0	0.091	20.81	0.85	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018118	23.5	0.85	20.92	0.86	0	0.089	20.92	0.86	83.7	380	20.92	20.92	20.92	10	1	-999	-999
2018119	0	0.85	20.57	1.27	0	0.083	20.57	1.27	83.7	380	20.57	20.57	20.57	10	1	-999	-999
2018119	0.5	0.85	20.88	1.31	0	0.113	20.88	1.31	83.7	380	20.88	20.88	20.88	10	1	-999	-999
2018119	1	0.85	20.6	1.3	0	0.099	20.6	1.3	83.7	380	20.6	20.6	20.6	10	1	-999	-999
2018119	1.5	0.85	20.77	1.3	0	0.094	20.77	1.3	83.7	380	20.77	20.77	20.77	10	1	-999	-999
2018119	2	0.85	20.71	1.26	0	0.097	20.71	1.26	83.7	380	20.71	20.71	20.71	10	1	-999	-999
2018119	2.5	0.85	20.54	1.25	0	0.107	20.54	1.25	83.7	380	20.54	20.54	20.54	10	1	-999	-999
2018119	3	0.85	20.56	1.26	0	0.091	20.56	1.26	83.7	380	20.56	20.56	20.56	10	1	-999	-999
2018119	3.5	0.85	20.72	1.26	0	0.099	20.72	1.26	83.7	380	20.72	20.72	20.72	10	1	-999	-999
2018119	4	0.85	20.5	1.23	0	0.097	20.5	1.23	83.7	380	20.5	20.5	20.5	10	1	-999	-999
2018119	4.5	0.85	20.67	1.25	0	0.099	20.67	1.25	83.7	380	20.67	20.67	20.67	10	1	-999	-999
2018119	5	0.85	21.59	1.26	0	234.1	21.59	1.26	83.7	380	21.59	21.59	21.59	10	1	-999	-999
2018119	5.5	0.85	21.58	1.59	0	236.8	21.58	1.59	83.7	380	21.58	21.58	21.58	10	1	-999	-999
2018119	6	0.85	21.42	1.3	0	242.6	21.42	1.3	83.7	380	21.42	21.42	21.42	10	1	-999	-999
2018119	6.5	0.85	21.67	1.59	0	253.7	21.67	1.59	83.7	380	21.67	21.67	21.67	10	1	-999	-999
2018119	7	0.85	21.15	1.23	0	267.5	21.15	1.23	83.7	380	21.15	21.15	21.15	10	1	-999	-999
2018119	7.5	0.85	21.59	1.44	0	269.7	21.59	1.44	83.7	380	21.59	21.59	21.59	10	1	-999	-999
2018119	8	0.85	21.3	1.6	0	277.8	21.3	1.6	83.7	380	21.3	21.3	21.3	10	1	-999	-999
2018119	8.5	0.85	23.31	1.58	0	130.5	23.31	1.58	83.7	380	23.31	23.31	23.31	10	1	-999	-999
2018119	9	0.85	26.06	2.11	0	283.7	26.06	2.11	83.7	380	26.06	26.06	26.06	10	1	-999	-999
2018119	9.5	0.85	28.3	2.7	0	211.7	28.3	2.7	83.7	380	28.3	28.3	28.3	10	1	-999	-999
2018119	10	0.85	29.74	2.86	0	973	29.74	2.86	83.7	380	29.74	29.74	29.74	10	1	-999	-999
2018119	10.5	0.85	29.5	2.9	0	137.4	29.5	2.9	83.7	380	29.5	29.5	29.5	10	1	-999	-999
2018119	11	0.85	29.4	2.92	0	140.5	29.4	2.92	83.7	380	29.4	29.4	29.4	10	1	-999	-999
2018119	11.5	0.85	29.21	2.83	0	171.3	29.21	2.83	83.7	380	29.21	29.21	29.21	10	1	-999	-999
2018119	12	0.85	30.77	3.27	0	157.7	30.77	3.27	83.7	380	30.77	30.77	30.77	10	1	-999	-999
